Date Time,Address,Latitude,Longitude,Resolved Address,Minimum Temperature,Maximum Temperature,Temperature,Precipitation,Precipitation %,Wind speed,Wind gust,Visibility
05/22/2018,"Boston",42.35866,-71.05675,"Boston",53.87,65.03,59.97,0.05,25,6.61,0,9.99
05/23/2018,"Boston",42.35866,-71.05675,"Boston",53.87,82.49,65.85,0.02,8.33,9.41,1.34,10
05/24/2018,"Boston",42.35866,-71.05675,"Boston",53.69,67.91,58.87,0,0,10.95,0,9.98
05/25/2018,"Boston",42.35866,-71.05675,"Boston",53.87,86.99,72.67,0,0,14.89,34.45,10
05/26/2018,"Boston",42.35866,-71.05675,"Boston",61.43,87.71,75.29,0,0,11.92,2.24,10
05/27/2018,"Boston",42.35866,-71.05675,"Boston",49.91,62.15,54.53,0.03,12.5,15.36,1.34,9.61
05/28/2018,"Boston",42.35866,-71.05675,"Boston",50.09,56.39,53.18,0.07,20.83,8.07,0,4.62
05/29/2018,"Boston",42.35866,-71.05675,"Boston",57.83,83.75,69.37,0,0,9.27,0,9.98
05/30/2018,"Boston",42.35866,-71.05675,"Boston",60.35,68.63,63.21,0,0,8.35,0,9.87
05/31/2018,"Boston",42.35866,-71.05675,"Boston",56.75,81.95,67.48,0,0,9.58,1.12,10.02
06/01/2018,"Boston",42.35866,-71.05675,"Boston",64.13,78.89,71.42,0.01,4.17,8,0,10
06/02/2018,"Boston",42.35866,-71.05675,"Boston",60.89,80.15,71.25,0.01,4.17,8.57,0,9.89
06/03/2018,"Boston",42.35866,-71.05675,"Boston",49.73,59.09,56.25,0,0,12.32,0,9.99
06/04/2018,"Boston",42.35866,-71.05675,"Boston",48.83,53.15,51.66,0.63,37.5,14.47,1.12,5.51
06/05/2018,"Boston",42.35866,-71.05675,"Boston",49.91,60.35,54.22,0.32,16.67,7.38,0,9.34
06/06/2018,"Boston",42.35866,-71.05675,"Boston",52.97,62.15,56.84,0,0,8.64,0,10
06/07/2018,"Boston",42.35866,-71.05675,"Boston",53.87,69.89,61.1,0,0,11.32,0,10
06/08/2018,"Boston",42.35866,-71.05675,"Boston",54.77,79.97,66.58,0,0,7.37,0,10
06/09/2018,"Boston",42.35866,-71.05675,"Boston",62.33,79.79,72.23,0,0,7.36,0,9.98
06/10/2018,"Boston",42.35866,-71.05675,"Boston",61.79,70.97,65.92,0,0,9.59,0,10
06/11/2018,"Boston",42.35866,-71.05675,"Boston",57.47,64.31,60.63,0,0,10.02,0,10
06/12/2018,"Boston",42.35866,-71.05675,"Boston",53.87,79.79,66.37,0,0,16.96,35.79,10
06/13/2018,"Boston",42.35866,-71.05675,"Boston",58.91,74.93,68.04,0,0,16.06,34.9,9.92
06/14/2018,"Boston",42.35866,-71.05675,"Boston",66.65,78.53,72.01,0,0,14.56,29.3,10
06/15/2018,"Boston",42.35866,-71.05675,"Boston",54.05,63.23,58.41,0,0,7.7,0,9.83
06/16/2018,"Boston",42.35866,-71.05675,"Boston",57.47,83.93,70.81,0,0,8.42,0,9.98
06/17/2018,"Boston",42.35866,-71.05675,"Boston",61.97,79.97,69.2,0,0,6.52,0,9.98
06/18/2018,"Boston",42.35866,-71.05675,"Boston",66.65,87.89,76.3,0.13,12.5,15.47,35.79,9.71
06/19/2018,"Boston",42.35866,-71.05675,"Boston",71.33,82.85,77.02,0.01,4.17,13.23,28.19,10
06/20/2018,"Boston",42.35866,-71.05675,"Boston",62.15,82.67,73.02,0,0,8.11,0,9.99
06/21/2018,"Boston",42.35866,-71.05675,"Boston",65.57,79.79,71.06,0,0,7.64,0,9.98
06/22/2018,"Boston",42.35866,-71.05675,"Boston",60.35,70.25,65.99,0,0,10.08,0,9.98
06/23/2018,"Boston",42.35866,-71.05675,"Boston",59.81,63.95,61.71,0,0,8.71,0,7.76
06/24/2018,"Boston",42.35866,-71.05675,"Boston",58.91,75.29,67.18,0.23,12.5,6.03,0,8.41
06/25/2018,"Boston",42.35866,-71.05675,"Boston",60.53,72.59,66.43,0.34,20.83,9.3,1.12,8.19
06/26/2018,"Boston",42.35866,-71.05675,"Boston",59.99,75.65,68.12,0,0,10.61,0,9.98
06/27/2018,"Boston",42.35866,-71.05675,"Boston",63.77,78.89,70.45,0,0,13.27,0,10
06/28/2018,"Boston",42.35866,-71.05675,"Boston",64.85,74.75,70.77,1.25,50,8.34,0,7.48
06/29/2018,"Boston",42.35866,-71.05675,"Boston",71.51,88.61,79.67,0,0,7.66,0,9.21
06/30/2018,"Boston",42.35866,-71.05675,"Boston",75.11,86.81,80.94,0,0,7.71,0,10
07/01/2018,"Boston",42.35866,-71.05675,"Boston",71.33,91.13,81,0,0,7.84,0,9.54
07/02/2018,"Boston",42.35866,-71.05675,"Boston",68.99,82.67,74.46,0,0,8.23,0,8.82
07/03/2018,"Boston",42.35866,-71.05675,"Boston",72.95,96.71,84.34,0.01,4.17,9.18,0,7.72
07/04/2018,"Boston",42.35866,-71.05675,"Boston",76.01,87.35,83.1,0,0,6.68,0,9.88
07/05/2018,"Boston",42.35866,-71.05675,"Boston",75.47,92.75,84.04,0,0,10.22,30.2,8.43
07/06/2018,"Boston",42.35866,-71.05675,"Boston",68.81,83.75,79.32,0.36,16.67,16.57,31.54,9.4
07/07/2018,"Boston",42.35866,-71.05675,"Boston",61.25,74.21,68.56,0,0,9.75,29.53,10
07/08/2018,"Boston",42.35866,-71.05675,"Boston",61.43,80.15,71.24,0,0,8.8,0,9.99
07/09/2018,"Boston",42.35866,-71.05675,"Boston",64.49,90.77,77.41,0,0,11.04,0,10
07/10/2018,"Boston",42.35866,-71.05675,"Boston",67.73,93.83,82.3,0,0,10.26,0,10
07/11/2018,"Boston",42.35866,-71.05675,"Boston",66.65,75.11,71.07,0.21,25,10.5,1.12,9.8
07/12/2018,"Boston",42.35866,-71.05675,"Boston",65.03,73.85,69.85,0,0,9.18,0,9.98
07/13/2018,"Boston",42.35866,-71.05675,"Boston",63.77,77.63,70.43,0,0,11.22,0,9.99
07/14/2018,"Boston",42.35866,-71.05675,"Boston",63.77,75.47,69.51,0.05,4.17,8.57,0,9.72
07/15/2018,"Boston",42.35866,-71.05675,"Boston",67.01,78.35,71.45,0.25,8.33,6.55,0,9.79
07/16/2018,"Boston",42.35866,-71.05675,"Boston",67.73,75.83,71.17,0,0,6.15,0,4.6
07/17/2018,"Boston",42.35866,-71.05675,"Boston",69.17,90.59,76.56,2.54,33.33,11.34,34.23,6.95
07/18/2018,"Boston",42.35866,-71.05675,"Boston",70.97,82.67,76.16,0.06,8.33,9.53,0,10
07/19/2018,"Boston",42.35866,-71.05675,"Boston",63.95,76.19,70.87,0,0,9.41,0,9.99
07/20/2018,"Boston",42.35866,-71.05675,"Boston",66.11,79.25,72.23,0,0,9.55,0,9.98
07/21/2018,"Boston",42.35866,-71.05675,"Boston",63.41,73.31,68.61,0,0,8.25,0,9.92
07/22/2018,"Boston",42.35866,-71.05675,"Boston",66.65,77.81,71.71,0.17,29.17,10.55,0,7.25
07/23/2018,"Boston",42.35866,-71.05675,"Boston",74.75,84.83,78.75,0.03,8.33,12.5,29.53,9.02
07/24/2018,"Boston",42.35866,-71.05675,"Boston",74.93,87.71,79.93,0,0,10.64,1.12,9.68
07/25/2018,"Boston",42.35866,-71.05675,"Boston",74.93,84.65,79.02,0.11,8.33,12.73,29.75,10
07/26/2018,"Boston",42.35866,-71.05675,"Boston",73.67,84.65,77.16,0.64,45.83,12.01,29.75,9.39
07/27/2018,"Boston",42.35866,-71.05675,"Boston",71.69,88.97,79.32,0,0,8.77,0,9.24
07/28/2018,"Boston",42.35866,-71.05675,"Boston",72.95,85.73,79.05,0,0,8.93,0,9.34
07/29/2018,"Boston",42.35866,-71.05675,"Boston",73.31,83.75,78.54,0,0,8.59,0,10
07/30/2018,"Boston",42.35866,-71.05675,"Boston",70.25,80.51,75.24,0,0,8.4,0,9.98
07/31/2018,"Boston",42.35866,-71.05675,"Boston",68.63,82.13,74.96,0,0,7.52,0,9.95
08/01/2018,"Boston",42.35866,-71.05675,"Boston",68.63,82.67,75.3,0,0,9.67,27.07,9.99
08/02/2018,"Boston",42.35866,-71.05675,"Boston",76.01,94.73,84.32,0,0,12.83,1.12,9.73
08/03/2018,"Boston",42.35866,-71.05675,"Boston",77.81,88.97,82.42,0.07,8.33,10.64,0,9.91
08/04/2018,"Boston",42.35866,-71.05675,"Boston",73.13,84.47,76.78,0.68,29.17,9.36,27.74,9.31
08/05/2018,"Boston",42.35866,-71.05675,"Boston",70.61,85.73,77.89,0,0,6.24,0,8.05
08/06/2018,"Boston",42.35866,-71.05675,"Boston",72.59,94.73,85.33,0,0,7.42,0,9.66
08/07/2018,"Boston",42.35866,-71.05675,"Boston",76.73,94.73,85.11,0,0,11.39,0,8.66
08/08/2018,"Boston",42.35866,-71.05675,"Boston",74.03,85.01,78.78,0.97,25,7.09,0,7.66
08/09/2018,"Boston",42.35866,-71.05675,"Boston",74.75,87.89,80.17,0.08,16.67,8.7,27.07,9.19
08/10/2018,"Boston",42.35866,-71.05675,"Boston",72.41,86.81,78.13,0,0,7.68,0,9.97
08/11/2018,"Boston",42.35866,-71.05675,"Boston",68.09,73.67,70.2,0.4,37.5,6.25,0,7.01
08/12/2018,"Boston",42.35866,-71.05675,"Boston",67.91,73.85,70.01,1.29,58.33,8.43,0,2.61
08/13/2018,"Boston",42.35866,-71.05675,"Boston",67.91,72.77,69.68,0.29,25,9.53,0,2.46
08/14/2018,"Boston",42.35866,-71.05675,"Boston",69.17,79.43,73.32,0.02,12.5,6.07,0,3.9
08/15/2018,"Boston",42.35866,-71.05675,"Boston",69.89,86.81,78.13,0,0,6.27,0,9.02
08/16/2018,"Boston",42.35866,-71.05675,"Boston",76.37,90.59,82.57,0,0,9.26,0,9.78
08/17/2018,"Boston",42.35866,-71.05675,"Boston",69.53,78.71,75.15,0.19,8.33,7.13,0,8.81
08/18/2018,"Boston",42.35866,-71.05675,"Boston",68.81,87.35,77,0.1,25,11.48,28.19,9.1
08/19/2018,"Boston",42.35866,-71.05675,"Boston",66.83,71.87,69.16,0.06,12.5,14.68,1.34,9.62
08/20/2018,"Boston",42.35866,-71.05675,"Boston",66.47,73.13,69.39,0,0,11.32,0,9.99
08/21/2018,"Boston",42.35866,-71.05675,"Boston",65.75,70.97,68.05,0,0,8.57,0,9.99
08/22/2018,"Boston",42.35866,-71.05675,"Boston",66.47,83.57,73.01,0.49,16.67,8.28,2.01,7.54
08/23/2018,"Boston",42.35866,-71.05675,"Boston",65.93,78.89,71.9,0,0,10.52,0,10
08/24/2018,"Boston",42.35866,-71.05675,"Boston",61.61,83.75,72.88,0,0,7.66,0,9.92
08/25/2018,"Boston",42.35866,-71.05675,"Boston",66.47,81.05,73.26,0,0,8.7,0,9.97
08/26/2018,"Boston",42.35866,-71.05675,"Boston",62.33,83.75,73.02,0,0,9.26,0,9.94
08/27/2018,"Boston",42.35866,-71.05675,"Boston",72.59,89.69,81,0,0,9.16,0,10
08/28/2018,"Boston",42.35866,-71.05675,"Boston",75.47,95.81,85.83,0,0,10.33,0,8.67
08/29/2018,"Boston",42.35866,-71.05675,"Boston",82.49,96.71,88.68,0,0,11.37,28.19,9.43
08/30/2018,"Boston",42.35866,-71.05675,"Boston",71.69,90.59,80.46,0,0,10.63,0,9.2
08/31/2018,"Boston",42.35866,-71.05675,"Boston",65.39,72.95,69.33,0,0,11.5,0,10
09/01/2018,"Boston",42.35866,-71.05675,"Boston",62.51,74.03,68.09,0,0,7.09,0,9.98
09/02/2018,"Boston",42.35866,-71.05675,"Boston",63.59,83.75,73.05,0,0,8.44,0,9.98
09/03/2018,"Boston",42.35866,-71.05675,"Boston",72.77,94.73,82.9,0,0,10.35,0,10
09/04/2018,"Boston",42.35866,-71.05675,"Boston",73.67,86.09,80.74,0,0,9.71,0,9.99
09/05/2018,"Boston",42.35866,-71.05675,"Boston",70.79,90.59,78.71,0,0,9.11,0,9.97
09/06/2018,"Boston",42.35866,-71.05675,"Boston",74.75,95.99,80.82,0.07,25,10.3,32.66,9.72
09/07/2018,"Boston",42.35866,-71.05675,"Boston",66.47,75.47,69.74,0,0,8.4,0,10
09/08/2018,"Boston",42.35866,-71.05675,"Boston",61.43,70.79,66.19,0,0,8.71,0,10
09/09/2018,"Boston",42.35866,-71.05675,"Boston",56.75,64.67,60.62,0,0,12.64,0,10
09/10/2018,"Boston",42.35866,-71.05675,"Boston",61.43,66.65,63.99,0.57,29.17,17.28,27.07,8.14
09/11/2018,"Boston",42.35866,-71.05675,"Boston",63.77,74.03,68.36,0.73,33.33,6.91,0,4.91
09/12/2018,"Boston",42.35866,-71.05675,"Boston",65.93,69.89,68.23,0.26,29.17,7.49,0,6.83
09/13/2018,"Boston",42.35866,-71.05675,"Boston",65.03,69.89,67.82,0.46,25,5.3,0,8.63
09/14/2018,"Boston",42.35866,-71.05675,"Boston",64.67,73.85,68.38,0,0,5.22,0,8.99
09/15/2018,"Boston",42.35866,-71.05675,"Boston",63.77,72.05,67.16,0,0,4.41,0,5.98
09/16/2018,"Boston",42.35866,-71.05675,"Boston",62.51,81.23,71.73,0,0,6.58,0,9.72
09/17/2018,"Boston",42.35866,-71.05675,"Boston",67.91,82.85,74.63,0,0,10.21,0,8.95
09/18/2018,"Boston",42.35866,-71.05675,"Boston",69.71,76.73,72.31,1.31,54.17,6.55,43.84,7.61
09/19/2018,"Boston",42.35866,-71.05675,"Boston",61.97,70.61,64.61,0,0,10.94,0,8.51
09/20/2018,"Boston",42.35866,-71.05675,"Boston",60.17,65.03,62.85,0,0,11.04,0,9.99
09/21/2018,"Boston",42.35866,-71.05675,"Boston",61.97,70.97,65.8,0,0,10.91,0,10
09/22/2018,"Boston",42.35866,-71.05675,"Boston",59.63,72.95,68.43,0.03,4.17,13.57,34.45,10
09/23/2018,"Boston",42.35866,-71.05675,"Boston",52.79,63.95,58.79,0,0,5.97,0,9.99
09/24/2018,"Boston",42.35866,-71.05675,"Boston",54.59,58.91,56.51,0,0,13.94,0,9.97
09/25/2018,"Boston",42.35866,-71.05675,"Boston",56.57,70.07,62.19,0.63,50,15.23,28.63,7.8
09/26/2018,"Boston",42.35866,-71.05675,"Boston",68.09,82.85,75.6,0.6,12.5,12.81,34,9.66
09/27/2018,"Boston",42.35866,-71.05675,"Boston",60.71,71.87,65.55,0.32,12.5,10.04,0.67,9.17
09/28/2018,"Boston",42.35866,-71.05675,"Boston",57.83,61.97,59.84,0.34,25,9.12,0,8.46
09/29/2018,"Boston",42.35866,-71.05675,"Boston",54.77,73.85,63.52,0,0,7.06,0,9.93
09/30/2018,"Boston",42.35866,-71.05675,"Boston",53.51,68.99,61.71,0,0,7.17,0,9.95
10/01/2018,"Boston",42.35866,-71.05675,"Boston",57.83,66.83,60.68,0.04,12.5,8.24,0,8.21
10/02/2018,"Boston",42.35866,-71.05675,"Boston",56.93,62.87,59.04,0.3,45.83,8.17,0,4.51
10/03/2018,"Boston",42.35866,-71.05675,"Boston",54.05,62.87,59.06,0.25,20.83,5.07,0,7.78
10/04/2018,"Boston",42.35866,-71.05675,"Boston",59.99,72.95,66.21,0,0,10.45,0,9.99
10/05/2018,"Boston",42.35866,-71.05675,"Boston",53.51,69.71,59.08,0,0,10.76,0,9.86
10/06/2018,"Boston",42.35866,-71.05675,"Boston",51.53,62.15,57.51,0,0,7.33,0,9.99
10/07/2018,"Boston",42.35866,-71.05675,"Boston",60.17,78.89,66.01,0.1,16.67,9.94,0,8.93
10/08/2018,"Boston",42.35866,-71.05675,"Boston",55.85,59.99,57.67,0,0,9.77,0,8.04
10/09/2018,"Boston",42.35866,-71.05675,"Boston",57.83,78.89,69.35,0,0,11.49,30.42,9.38
10/10/2018,"Boston",42.35866,-71.05675,"Boston",68.99,84.83,75.5,0,0,11.94,0,9.91
10/11/2018,"Boston",42.35866,-71.05675,"Boston",58.01,71.87,62.91,0.62,37.5,7.96,0,5.6
10/12/2018,"Boston",42.35866,-71.05675,"Boston",52.79,62.87,58.36,0.09,16.67,10.67,30.87,8.48
10/13/2018,"Boston",42.35866,-71.05675,"Boston",47.93,53.87,50.61,0.13,20.83,9.08,0,9.55
10/14/2018,"Boston",42.35866,-71.05675,"Boston",44.51,58.91,51.3,0,0,9.55,0,10
10/15/2018,"Boston",42.35866,-71.05675,"Boston",45.59,68.99,56.75,0.01,4.17,11.15,34.23,9.93
10/16/2018,"Boston",42.35866,-71.05675,"Boston",47.93,68.99,54.28,0.09,8.33,15.05,38.03,10
10/17/2018,"Boston",42.35866,-71.05675,"Boston",43.43,62.69,51.64,0,0,13.2,45.63,10
10/18/2018,"Boston",42.35866,-71.05675,"Boston",38.75,47.93,43.37,0,0,15.57,32.66,9.89
10/19/2018,"Boston",42.35866,-71.05675,"Boston",37.31,61.97,49.38,0,0,13.31,1.12,10
10/20/2018,"Boston",42.35866,-71.05675,"Boston",53.15,63.95,58.71,0,0,13.51,32.88,10
10/21/2018,"Boston",42.35866,-71.05675,"Boston",38.39,51.53,46.26,0.03,4.17,14.24,37.8,9.99
10/22/2018,"Boston",42.35866,-71.05675,"Boston",34.43,52.61,43.32,0,0,9.12,0,10
10/23/2018,"Boston",42.35866,-71.05675,"Boston",41.63,54.95,48.78,0.4,25,7.67,0,9.36
10/24/2018,"Boston",42.35866,-71.05675,"Boston",41.81,48.65,45.63,0.04,12.5,10.77,1.12,9.86
10/25/2018,"Boston",42.35866,-71.05675,"Boston",39.11,49.91,43.23,0,0,12.86,28.19,10
10/26/2018,"Boston",42.35866,-71.05675,"Boston",33.53,47.75,40.3,0,0,8.46,28.19,10
10/27/2018,"Boston",42.35866,-71.05675,"Boston",42.53,50.99,48.64,1.19,66.67,23.2,46.53,4.84
10/28/2018,"Boston",42.35866,-71.05675,"Boston",42.89,53.87,48.44,0.07,16.67,9.14,29.53,6.72
10/29/2018,"Boston",42.35866,-71.05675,"Boston",47.75,59.63,51.6,0.51,37.5,9.54,29.3,9.22
10/30/2018,"Boston",42.35866,-71.05675,"Boston",41.27,48.65,45.29,0,0,12.41,0,10
10/31/2018,"Boston",42.35866,-71.05675,"Boston",37.31,56.93,46.81,0,0,8.77,1.34,10
11/01/2018,"Boston",42.35866,-71.05675,"Boston",52.97,62.87,57.16,0.01,4.17,7.27,0,8.89
11/02/2018,"Boston",42.35866,-71.05675,"Boston",52.97,68.81,63.55,0.14,16.67,11.83,30.42,6.88
11/03/2018,"Boston",42.35866,-71.05675,"Boston",48.65,67.73,56.49,1.57,54.17,17.24,51.23,6.97
11/04/2018,"Boston",42.35866,-71.05675,"Boston",42.53,53.87,47.32,0,0,10.6,31.32,10
11/05/2018,"Boston",42.35866,-71.05675,"Boston",43.61,51.89,49.56,0.32,20.83,12.54,0,8.49
11/06/2018,"Boston",42.35866,-71.05675,"Boston",47.93,59.81,51.96,0.79,54.17,9.1,1.12,3.54
11/07/2018,"Boston",42.35866,-71.05675,"Boston",53.51,63.95,57.71,0,0,12.4,27.29,10
11/08/2018,"Boston",42.35866,-71.05675,"Boston",44.33,55.67,49.6,0,0,10.77,27.07,10
11/09/2018,"Boston",42.35866,-71.05675,"Boston",39.11,49.91,46.19,0.69,20.83,13.63,38.03,8.95
11/10/2018,"Boston",42.35866,-71.05675,"Boston",37.67,49.91,45.39,0.83,29.17,17.01,36.91,7.48
11/11/2018,"Boston",42.35866,-71.05675,"Boston",35.69,45.77,39.63,0,0,13.21,27.07,10
11/12/2018,"Boston",42.35866,-71.05675,"Boston",34.43,48.83,41.45,0,0,7.02,0,10
11/13/2018,"Boston",42.35866,-71.05675,"Boston",43.79,53.87,47.92,1.08,54.17,13.1,30.2,6.48
11/14/2018,"Boston",42.35866,-71.05675,"Boston",24.89,41.81,33.74,0,0,17.43,40.49,10
11/15/2018,"Boston",42.35866,-71.05675,"Boston",22.91,37.49,28.88,0.31,12.5,8.82,0,8.53
11/16/2018,"Boston",42.35866,-71.05675,"Boston",34.79,44.69,38.76,0.72,45.83,20.36,42.73,6.2
11/17/2018,"Boston",42.35866,-71.05675,"Boston",37.13,47.93,43.18,0,0,12.88,0,10
11/18/2018,"Boston",42.35866,-71.05675,"Boston",37.85,40.91,39.85,0,0,6.73,0,10
11/19/2018,"Boston",42.35866,-71.05675,"Boston",36.05,40.91,38.57,0.19,50,5.14,0,5.9
11/20/2018,"Boston",42.35866,-71.05675,"Boston",34.97,40.91,38.13,0.41,58.33,9.64,0,5.59
11/21/2018,"Boston",42.35866,-71.05675,"Boston",25.97,41.99,35.79,0,0,15.47,35.57,10
11/22/2018,"Boston",42.35866,-71.05675,"Boston",13.91,23.99,18.07,0,0,18.13,1.79,10
11/23/2018,"Boston",42.35866,-71.05675,"Boston",14.81,31.91,23.56,0,0,12.19,0,10
11/24/2018,"Boston",42.35866,-71.05675,"Boston",28.67,46.67,37.83,0,0,10.48,0,10
11/25/2018,"Boston",42.35866,-71.05675,"Boston",42.89,47.75,45.12,0.78,37.5,8.87,1.57,5.11
11/26/2018,"Boston",42.35866,-71.05675,"Boston",41.99,46.85,44.64,0.72,37.5,13.08,36.46,5.19
11/27/2018,"Boston",42.35866,-71.05675,"Boston",37.67,47.75,43.42,0.61,33.33,16.98,35.12,6.37
11/28/2018,"Boston",42.35866,-71.05675,"Boston",36.59,42.71,39.88,0,0,14.83,33.55,10
11/29/2018,"Boston",42.35866,-71.05675,"Boston",37.67,45.77,41.31,0,0,15.79,34.67,10
11/30/2018,"Boston",42.35866,-71.05675,"Boston",33.35,42.71,38.01,0,0,6.54,0,10
12/01/2018,"Boston",42.35866,-71.05675,"Boston",34.61,43.79,38.71,0,0,6.7,0,10
12/02/2018,"Boston",42.35866,-71.05675,"Boston",40.55,50.99,46.03,0.75,54.17,7.93,0,3.96
12/03/2018,"Boston",42.35866,-71.05675,"Boston",44.69,56.93,49.95,0,0,10.3,29.3,6.96
12/04/2018,"Boston",42.35866,-71.05675,"Boston",27.77,43.79,35.58,0,0,15.2,31.76,10
12/05/2018,"Boston",42.35866,-71.05675,"Boston",24.53,35.69,29.94,0,0,7.01,0,10
12/06/2018,"Boston",42.35866,-71.05675,"Boston",30.47,40.73,35.58,0,0,10.55,0,9.97
12/07/2018,"Boston",42.35866,-71.05675,"Boston",26.69,39.65,35.11,0.04,4.17,13.21,1.12,9.93
12/08/2018,"Boston",42.35866,-71.05675,"Boston",19.67,29.75,25.17,0,0,10.39,0,10
12/09/2018,"Boston",42.35866,-71.05675,"Boston",23.45,36.77,29.67,0,0,9.27,0,10
12/10/2018,"Boston",42.35866,-71.05675,"Boston",26.51,38.93,32.12,0,0,8.68,0,10
12/11/2018,"Boston",42.35866,-71.05675,"Boston",23.45,37.85,30.37,0,0,6.45,0,9.97
12/12/2018,"Boston",42.35866,-71.05675,"Boston",24.53,37.67,31.93,0,0,11.98,1.12,10
12/13/2018,"Boston",42.35866,-71.05675,"Boston",20.75,34.61,28.33,0,0,6.15,0,10
12/14/2018,"Boston",42.35866,-71.05675,"Boston",29.57,44.87,38.18,0,0,5.33,0,9.92
12/15/2018,"Boston",42.35866,-71.05675,"Boston",40.91,54.77,48.19,0,4.17,9.22,0,9.62
12/16/2018,"Boston",42.35866,-71.05675,"Boston",40.91,44.69,43,0.54,29.17,16.98,31.76,8.31
12/17/2018,"Boston",42.35866,-71.05675,"Boston",35.87,42.53,39.06,0.05,20.83,14.51,29.97,8.2
12/18/2018,"Boston",42.35866,-71.05675,"Boston",25.79,38.75,29.82,0.02,4.17,20.87,44.52,9.66
12/19/2018,"Boston",42.35866,-71.05675,"Boston",23.81,41.81,32.05,0,0,9.51,0,10
12/20/2018,"Boston",42.35866,-71.05675,"Boston",31.55,49.73,40.52,0,0,7.97,0,10
12/21/2018,"Boston",42.35866,-71.05675,"Boston",43.07,63.95,54.21,0.65,58.33,14.88,41.16,5.85
12/22/2018,"Boston",42.35866,-71.05675,"Boston",37.67,55.85,48.28,0.02,8.33,16.87,37.58,9.9
12/23/2018,"Boston",42.35866,-71.05675,"Boston",33.35,40.91,36.3,0,0,12.17,27.07,10
12/24/2018,"Boston",42.35866,-71.05675,"Boston",32.63,38.75,35.53,0,0,7.14,0,9.48
12/25/2018,"Boston",42.35866,-71.05675,"Boston",29.39,37.85,34.06,0,0,10.76,0,10
12/26/2018,"Boston",42.35866,-71.05675,"Boston",25.43,39.65,32.17,0,0,10.18,0,10
12/27/2018,"Boston",42.35866,-71.05675,"Boston",30.65,36.77,33.55,0,0,8.85,0,10
12/28/2018,"Boston",42.35866,-71.05675,"Boston",33.71,56.39,44.36,0.35,54.17,11.78,1.79,7.8
12/29/2018,"Boston",42.35866,-71.05675,"Boston",34.79,53.51,46.73,0,0,12.42,33.11,9.29
12/30/2018,"Boston",42.35866,-71.05675,"Boston",25.97,34.07,29.95,0,0,6.45,0,10
12/31/2018,"Boston",42.35866,-71.05675,"Boston",10.49,43.97,36.51,0,0,8.76,5.37,10
01/01/2019,"Boston",42.35866,-71.05675,"Boston",34.97,57.65,47.05,0.56,20.83,16.07,46.75,8.62
