Date Time,Address,Latitude,Longitude,Resolved Address,Minimum Temperature,Maximum Temperature,Temperature,Precipitation,Precipitation %,Wind speed,Wind gust,Visibility
09/17/2017,"Boston",42.35866,-71.05675,"Boston",62.15,72.05,65.29,0,0,4.08,0,3.69
09/18/2017,"Boston",42.35866,-71.05675,"Boston",63.95,68.09,65.41,0,0,6.57,0,4.08
09/19/2017,"Boston",42.35866,-71.05675,"Boston",63.05,64.85,63.75,0.04,12.5,13.48,1.12,3.21
09/20/2017,"Boston",42.35866,-71.05675,"Boston",63.95,71.87,67.44,0.3,70.83,19.87,35.79,4.68
09/21/2017,"Boston",42.35866,-71.05675,"Boston",64.85,71.87,68.72,0.02,8.33,22.37,43.4,10
09/22/2017,"Boston",42.35866,-71.05675,"Boston",56.93,61.97,59.56,0.17,41.67,22.1,37.13,6.33
09/23/2017,"Boston",42.35866,-71.05675,"Boston",60.17,73.31,64.43,0.06,20.83,9.28,1.34,7.54
09/24/2017,"Boston",42.35866,-71.05675,"Boston",61.07,79.25,70.28,0,0,3.21,0,9.97
09/25/2017,"Boston",42.35866,-71.05675,"Boston",65.03,78.35,70.19,0,0,4.61,0,9.96
09/26/2017,"Boston",42.35866,-71.05675,"Boston",64.13,78.53,70.92,0,0,4.79,0,6.51
09/27/2017,"Boston",42.35866,-71.05675,"Boston",65.03,85.01,75.46,0,0,8.48,0,9.96
09/28/2017,"Boston",42.35866,-71.05675,"Boston",57.83,76.91,71.63,0,0,12.95,30.42,10
09/29/2017,"Boston",42.35866,-71.05675,"Boston",51.53,66.83,58.45,0,0,9.15,0,9.99
09/30/2017,"Boston",42.35866,-71.05675,"Boston",49.73,57.65,54.45,1.86,45.83,10.44,34.45,8.32
10/01/2017,"Boston",42.35866,-71.05675,"Boston",47.57,65.93,56.47,0.06,4.17,7.91,0,9.93
10/02/2017,"Boston",42.35866,-71.05675,"Boston",50.63,65.03,58.08,0,0,8.78,0,9.95
10/03/2017,"Boston",42.35866,-71.05675,"Boston",52.61,64.31,58.39,0,0,8.69,0,9.96
10/04/2017,"Boston",42.35866,-71.05675,"Boston",52.61,75.83,64.13,0,0,15.33,31.32,9.87
10/05/2017,"Boston",42.35866,-71.05675,"Boston",63.95,79.97,71.8,0,0,10.92,29.08,10
10/06/2017,"Boston",42.35866,-71.05675,"Boston",60.71,74.93,66.74,0,0,6.37,0,9.86
10/07/2017,"Boston",42.35866,-71.05675,"Boston",59.99,75.11,67.76,0,0,8.85,1.12,10
10/08/2017,"Boston",42.35866,-71.05675,"Boston",68.99,74.93,71.91,0.13,12.5,14.2,31.76,9.93
10/09/2017,"Boston",42.35866,-71.05675,"Boston",67.01,73.85,71.22,0.31,45.83,11.08,29.53,7.21
10/10/2017,"Boston",42.35866,-71.05675,"Boston",65.57,77.99,72.63,0.02,8.33,10.67,0,9.98
10/11/2017,"Boston",42.35866,-71.05675,"Boston",57.83,67.01,62.73,0.02,8.33,9.74,0,9.9
10/12/2017,"Boston",42.35866,-71.05675,"Boston",48.65,56.93,54.34,0,0,13.82,1.34,9.99
10/13/2017,"Boston",42.35866,-71.05675,"Boston",46.67,61.25,56.07,0,0,10.46,0,9.97
10/14/2017,"Boston",42.35866,-71.05675,"Boston",56.93,64.13,60.4,0.05,12.5,3.15,0,7.84
10/15/2017,"Boston",42.35866,-71.05675,"Boston",59.99,73.85,66.9,0.01,8.33,13.41,35.79,7.21
10/16/2017,"Boston",42.35866,-71.05675,"Boston",44.87,68.99,57.49,0,0,13.57,29.08,10
10/17/2017,"Boston",42.35866,-71.05675,"Boston",40.55,55.85,48.42,0,0,10.06,0,9.96
10/18/2017,"Boston",42.35866,-71.05675,"Boston",47.75,71.87,59.43,0,0,9.32,0,10
10/19/2017,"Boston",42.35866,-71.05675,"Boston",51.71,73.85,61.76,0,0,13.19,1.34,9.8
10/20/2017,"Boston",42.35866,-71.05675,"Boston",57.65,69.89,63.79,0,0,12.52,0,10
10/21/2017,"Boston",42.35866,-71.05675,"Boston",53.69,77.09,63.72,0,0,6.81,0,10
10/22/2017,"Boston",42.35866,-71.05675,"Boston",54.95,66.11,59.39,0,0,4.93,0,9.9
10/23/2017,"Boston",42.35866,-71.05675,"Boston",53.87,61.25,56.98,0,0,4.08,0,4.04
10/24/2017,"Boston",42.35866,-71.05675,"Boston",63.05,73.85,69.08,0.07,29.17,18.44,41.61,9.8
10/25/2017,"Boston",42.35866,-71.05675,"Boston",59.09,70.07,64.58,0.84,75,11.02,33.55,8.39
10/26/2017,"Boston",42.35866,-71.05675,"Boston",48.83,62.15,56.7,0.45,66.67,12.6,37.13,9.25
10/27/2017,"Boston",42.35866,-71.05675,"Boston",46.85,61.97,53.6,0.02,8.33,10.64,0,10
10/28/2017,"Boston",42.35866,-71.05675,"Boston",46.85,66.83,56.8,0,0,8.94,0,9.98
10/29/2017,"Boston",42.35866,-71.05675,"Boston",56.93,61.07,59.19,0.7,25,15.66,47.65,8.78
10/30/2017,"Boston",42.35866,-71.05675,"Boston",50.99,64.85,57.27,1.21,25,22.89,55.92,8.56
10/31/2017,"Boston",42.35866,-71.05675,"Boston",47.57,57.11,52.28,0.04,4.17,13.22,30.65,10
11/01/2017,"Boston",42.35866,-71.05675,"Boston",41.81,52.97,48.83,0,0,6.3,0,9.99
11/02/2017,"Boston",42.35866,-71.05675,"Boston",52.97,69.89,60.64,0,0,9.41,0,10
11/03/2017,"Boston",42.35866,-71.05675,"Boston",52.97,74.03,64.08,0,4.17,14.12,32.44,10
11/04/2017,"Boston",42.35866,-71.05675,"Boston",43.97,51.89,48.34,0,0,10.1,27.96,10
11/05/2017,"Boston",42.35866,-71.05675,"Boston",49.73,57.11,53.74,0,0,10.16,0,9.79
11/06/2017,"Boston",42.35866,-71.05675,"Boston",51.89,64.13,61.38,0.07,20.83,13.43,1.34,9.09
11/07/2017,"Boston",42.35866,-71.05675,"Boston",37.85,47.93,44.1,0.09,20.83,10.11,0,9.87
11/08/2017,"Boston",42.35866,-71.05675,"Boston",37.13,43.97,39.99,0.05,16.67,11.75,0,9.83
11/09/2017,"Boston",42.35866,-71.05675,"Boston",33.71,47.03,41.74,0,0,7.19,0,10
11/10/2017,"Boston",42.35866,-71.05675,"Boston",24.89,46.85,36.72,0.02,8.33,18.46,44.52,9.92
11/11/2017,"Boston",42.35866,-71.05675,"Boston",22.91,36.95,29.57,0,0,9.84,0,10
11/12/2017,"Boston",42.35866,-71.05675,"Boston",28.85,43.07,36.94,0,0,3.64,0,10
11/13/2017,"Boston",42.35866,-71.05675,"Boston",36.77,41.99,38.98,0.15,25,8.94,0,8.81
11/14/2017,"Boston",42.35866,-71.05675,"Boston",36.95,43.97,39.34,0,4.17,9.55,0,9.99
11/15/2017,"Boston",42.35866,-71.05675,"Boston",34.79,43.07,39.04,0,0,8.09,0,10
11/16/2017,"Boston",42.35866,-71.05675,"Boston",38.75,49.01,44.86,0.19,29.17,9.97,29.97,9.1
11/17/2017,"Boston",42.35866,-71.05675,"Boston",34.79,43.07,39.95,0.01,4.17,16.12,39.15,10
11/18/2017,"Boston",42.35866,-71.05675,"Boston",29.75,49.01,39.99,0.11,20.83,6.41,0,9.91
11/19/2017,"Boston",42.35866,-71.05675,"Boston",38.93,59.09,49.71,0.25,41.67,18.44,48.09,9.43
11/20/2017,"Boston",42.35866,-71.05675,"Boston",35.15,41.99,38.52,0,4.17,16.31,40.26,10
11/21/2017,"Boston",42.35866,-71.05675,"Boston",35.87,58.91,47.45,0,0,14.72,37.8,9.96
11/22/2017,"Boston",42.35866,-71.05675,"Boston",38.93,51.17,46.5,1.01,50,10.84,38.25,7.2
11/23/2017,"Boston",42.35866,-71.05675,"Boston",31.91,42.89,36.9,0.04,4.17,9.21,29.08,10
11/24/2017,"Boston",42.35866,-71.05675,"Boston",31.73,49.91,40.05,0,0,9.04,0,10
11/25/2017,"Boston",42.35866,-71.05675,"Boston",38.93,57.11,48.31,0,0,10.94,1.12,10
11/26/2017,"Boston",42.35866,-71.05675,"Boston",36.95,49.91,45.02,0,0,15.57,33.33,10
11/27/2017,"Boston",42.35866,-71.05675,"Boston",28.13,45.95,38.12,0,0,13,29.08,10
11/28/2017,"Boston",42.35866,-71.05675,"Boston",22.91,44.15,32.88,0,0,8.94,1.12,10
11/29/2017,"Boston",42.35866,-71.05675,"Boston",39.83,59.99,50.3,0,0,16.74,40.26,10
11/30/2017,"Boston",42.35866,-71.05675,"Boston",29.93,44.87,39.02,0,0,7.8,0,10
12/01/2017,"Boston",42.35866,-71.05675,"Boston",38.93,50.09,45.84,0.09,25,10.07,0,9.68
12/02/2017,"Boston",42.35866,-71.05675,"Boston",33.53,42.17,38.51,0,0,5.19,0,10
12/03/2017,"Boston",42.35866,-71.05675,"Boston",33.71,42.89,39.4,0,0,4.86,0,9.98
12/04/2017,"Boston",42.35866,-71.05675,"Boston",32.99,43.07,38.23,0,0,7.12,0,10
12/05/2017,"Boston",42.35866,-71.05675,"Boston",37.85,58.01,45.3,0.1,29.17,15.2,42.5,8.83
12/06/2017,"Boston",42.35866,-71.05675,"Boston",35.87,58.01,46.88,0.5,25,13.84,45.86,9.57
12/07/2017,"Boston",42.35866,-71.05675,"Boston",33.71,45.95,39.28,0,0,11.24,0,10
12/08/2017,"Boston",42.35866,-71.05675,"Boston",31.73,38.93,35.86,0,0,9.45,0,10
12/09/2017,"Boston",42.35866,-71.05675,"Boston",30.83,36.77,33.27,0.65,54.17,7.45,0,4.71
12/10/2017,"Boston",42.35866,-71.05675,"Boston",30.83,36.95,33.33,0.07,12.5,12.18,1.12,9.52
12/11/2017,"Boston",42.35866,-71.05675,"Boston",31.91,38.03,34.57,0,0,9.53,0,10
12/12/2017,"Boston",42.35866,-71.05675,"Boston",34.79,44.87,39.49,0.05,20.83,11.24,29.08,9.78
12/13/2017,"Boston",42.35866,-71.05675,"Boston",21.83,34.79,24.88,0,4.17,21.09,41.16,10
12/14/2017,"Boston",42.35866,-71.05675,"Boston",19.67,29.93,24.03,0,0,14.53,29.08,9.77
12/15/2017,"Boston",42.35866,-71.05675,"Boston",16.79,25.97,22.67,0,0,7.03,0,9.82
12/16/2017,"Boston",42.35866,-71.05675,"Boston",22.73,32.99,27.55,0,0,13.59,1.34,10
12/17/2017,"Boston",42.35866,-71.05675,"Boston",19.49,29.93,24.66,0,0,9.66,0,10
12/18/2017,"Boston",42.35866,-71.05675,"Boston",21.83,36.95,29.61,0,0,3.5,0,9.52
12/19/2017,"Boston",42.35866,-71.05675,"Boston",34.97,49.91,42.69,0,0,11.4,31.54,9.44
12/20/2017,"Boston",42.35866,-71.05675,"Boston",31.73,45.95,40.06,0,0,15.39,39.15,10
12/21/2017,"Boston",42.35866,-71.05675,"Boston",25.79,32.99,29.18,0,0,10.17,27.96,10
12/22/2017,"Boston",42.35866,-71.05675,"Boston",23.09,37.49,28.65,0.09,33.33,8.55,0,7.93
12/23/2017,"Boston",42.35866,-71.05675,"Boston",25.07,40.73,30.91,0.5,58.33,7.74,1.12,3.3
12/24/2017,"Boston",42.35866,-71.05675,"Boston",31.91,37.85,34.63,0.03,8.33,10.53,0,10
12/25/2017,"Boston",42.35866,-71.05675,"Boston",23.09,36.95,31.62,0.43,45.83,19.07,39.82,7.13
12/26/2017,"Boston",42.35866,-71.05675,"Boston",18.59,25.97,23.38,0.01,4.17,15.1,33.78,10
12/27/2017,"Boston",42.35866,-71.05675,"Boston",12.83,19.85,16.24,0,0,13.02,0,10
12/28/2017,"Boston",42.35866,-71.05675,"Boston",4.91,11.93,8.44,0,0,17.3,35.12,10
12/29/2017,"Boston",42.35866,-71.05675,"Boston",1.67,13.91,6.89,0,0,11.29,0,10
12/30/2017,"Boston",42.35866,-71.05675,"Boston",6.53,17.87,12.08,0.02,8.33,8.34,0,8.08
12/31/2017,"Boston",42.35866,-71.05675,"Boston",7.07,39.65,11.82,0,0,14.98,31.32,10
01/01/2018,"Boston",42.35866,-71.05675,"Boston",0.77,13.37,6.24,0,0,8.71,14.99,10
01/02/2018,"Boston",42.35866,-71.05675,"Boston",5.09,18.23,12.09,0,0,6.55,0.22,10
01/03/2018,"Boston",42.35866,-71.05675,"Boston",16.97,28.31,22.34,0,0,5.16,0.22,10
01/04/2018,"Boston",42.35866,-71.05675,"Boston",23.09,29.57,25.88,0.43,95.83,11.37,25.5,4.53
01/05/2018,"Boston",42.35866,-71.05675,"Boston",6.89,22.91,13.75,0.09,33.33,12.96,26.4,8.36
01/06/2018,"Boston",42.35866,-71.05675,"Boston",2.75,12.11,8.25,0,0,11.68,22.37,9.48
01/07/2018,"Boston",42.35866,-71.05675,"Boston",-1.75,15.17,7.19,0,0,8.47,18.34,10
01/08/2018,"Boston",42.35866,-71.05675,"Boston",16.61,35.33,28.24,0,0,10.85,28.19,9.95
01/09/2018,"Boston",42.35866,-71.05675,"Boston",32.09,41.45,35.96,0,0,7.81,16.11,10
01/10/2018,"Boston",42.35866,-71.05675,"Boston",26.69,36.41,31.35,0,0,3.98,0.22,10
01/11/2018,"Boston",42.35866,-71.05675,"Boston",34.25,50.81,43.72,0,0,5.96,0.89,10
01/12/2018,"Boston",42.35866,-71.05675,"Boston",45.59,61.61,54.37,0.26,33.33,8.42,21.47,6.22
01/13/2018,"Boston",42.35866,-71.05675,"Boston",21.29,60.53,44.04,0.71,29.17,10.6,24.16,8.6
01/14/2018,"Boston",42.35866,-71.05675,"Boston",14.09,22.55,18.08,0,0,6.32,0.89,10
01/15/2018,"Boston",42.35866,-71.05675,"Boston",12.65,20.39,16.72,0,0,7.2,0.22,8.66
01/16/2018,"Boston",42.35866,-71.05675,"Boston",20.39,32.81,27.52,0,0,2.9,0.22,10
01/17/2018,"Boston",42.35866,-71.05675,"Boston",31.91,33.53,32.64,0.11,37.5,3.33,0.22,4.79
01/18/2018,"Boston",42.35866,-71.05675,"Boston",21.83,32.09,27.58,0,0,5.62,0.22,10
01/19/2018,"Boston",42.35866,-71.05675,"Boston",23.09,33.89,28.94,0,0,4.99,0.22,9.96
01/20/2018,"Boston",42.35866,-71.05675,"Boston",30.47,47.21,40,0,0,7.62,17.22,10
01/21/2018,"Boston",42.35866,-71.05675,"Boston",36.95,49.01,42.08,0,0,3.25,0.22,10
01/22/2018,"Boston",42.35866,-71.05675,"Boston",36.23,38.75,37.36,0.04,16.67,2.57,0.22,4.87
01/23/2018,"Boston",42.35866,-71.05675,"Boston",32.63,55.49,39.19,0.65,41.67,4.74,19.69,3.63
01/24/2018,"Boston",42.35866,-71.05675,"Boston",27.23,42.17,36.48,0,0,7.63,14.99,10
01/25/2018,"Boston",42.35866,-71.05675,"Boston",21.11,30.65,24.88,0,0,8.45,16.78,10
01/26/2018,"Boston",42.35866,-71.05675,"Boston",19.49,34.07,26.19,0,0,6.11,14.54,10
01/27/2018,"Boston",42.35866,-71.05675,"Boston",27.05,52.79,41.6,0,0,8.63,23.94,10
01/28/2018,"Boston",42.35866,-71.05675,"Boston",43.43,52.61,48.42,0.04,12.5,7.96,1.34,10
01/29/2018,"Boston",42.35866,-71.05675,"Boston",29.39,42.89,35.66,0,0,8.11,19.69,9.36
01/30/2018,"Boston",42.35866,-71.05675,"Boston",20.75,31.19,25.98,0.04,16.67,8.09,15.43,6.38
01/31/2018,"Boston",42.35866,-71.05675,"Boston",18.41,30.65,24.6,0,0,7.01,17.45,10
02/01/2018,"Boston",42.35866,-71.05675,"Boston",30.29,46.13,37.53,0.02,8.33,7.33,0.89,9.83
02/02/2018,"Boston",42.35866,-71.05675,"Boston",13.55,37.67,27.93,0.14,29.17,9.05,18.34,8.45
02/03/2018,"Boston",42.35866,-71.05675,"Boston",10.31,27.05,19.14,0,0,6.97,0.22,10
02/04/2018,"Boston",42.35866,-71.05675,"Boston",25.97,43.25,36.4,0.12,25,5.79,0.89,8.82
02/05/2018,"Boston",42.35866,-71.05675,"Boston",25.25,43.07,37.4,0.22,12.5,7.01,20.8,7.65
02/06/2018,"Boston",42.35866,-71.05675,"Boston",22.19,32.45,27.6,0,0,4.49,0.22,9.72
02/07/2018,"Boston",42.35866,-71.05675,"Boston",25.43,41.09,31.19,0.34,50,3.74,1.12,6.75
02/08/2018,"Boston",42.35866,-71.05675,"Boston",23.27,34.07,27.84,0,0,7.04,17.22,10
02/09/2018,"Boston",42.35866,-71.05675,"Boston",22.19,31.91,27.49,0,0,5.97,0.22,10
02/10/2018,"Boston",42.35866,-71.05675,"Boston",31.19,52.25,43.26,0.04,12.5,4.73,0.89,9.36
02/11/2018,"Boston",42.35866,-71.05675,"Boston",38.03,49.01,41.64,0.42,87.5,3.82,0.22,3.4
02/12/2018,"Boston",42.35866,-71.05675,"Boston",33.35,46.13,40.68,0,0,5.32,0.67,8.15
02/13/2018,"Boston",42.35866,-71.05675,"Boston",25.07,32.81,28.33,0,0,5.31,0.22,10
02/14/2018,"Boston",42.35866,-71.05675,"Boston",28.49,47.03,38.21,0,0,5.87,0.89,10
02/15/2018,"Boston",42.35866,-71.05675,"Boston",38.03,49.55,44.06,0,0,4.56,0.22,7.28
02/16/2018,"Boston",42.35866,-71.05675,"Boston",35.33,53.69,47.61,0.01,8.33,5.7,16.78,8
02/17/2018,"Boston",42.35866,-71.05675,"Boston",27.05,35.15,31.49,0.04,12.5,6.24,0.89,8.92
02/18/2018,"Boston",42.35866,-71.05675,"Boston",31.91,44.15,36.66,0.23,33.33,5.36,1.12,6.86
02/19/2018,"Boston",42.35866,-71.05675,"Boston",30.11,49.01,40.71,0.03,16.67,6.38,16.11,9.94
02/20/2018,"Boston",42.35866,-71.05675,"Boston",43.97,69.71,55.12,0.01,8.33,5.93,0.89,9.98
02/21/2018,"Boston",42.35866,-71.05675,"Boston",44.69,70.97,60.32,0,0,7.34,16.11,9.93
02/22/2018,"Boston",42.35866,-71.05675,"Boston",32.27,54.95,40.32,0.04,16.67,5.16,0.67,8.32
02/23/2018,"Boston",42.35866,-71.05675,"Boston",30.83,39.65,35.79,0.06,20.83,5.21,0.22,9.06
02/24/2018,"Boston",42.35866,-71.05675,"Boston",37.31,53.87,46.43,0,0,5.41,0.22,10
02/25/2018,"Boston",42.35866,-71.05675,"Boston",37.31,41.09,39.49,0.27,50,7.5,14.99,5.43
02/26/2018,"Boston",42.35866,-71.05675,"Boston",38.21,50.09,43.82,0,0,5.47,0.22,9.24
02/27/2018,"Boston",42.35866,-71.05675,"Boston",36.41,52.97,44.04,0,0,4.96,0.22,10
02/28/2018,"Boston",42.35866,-71.05675,"Boston",40.37,58.55,48.38,0,4.17,6.39,0.22,10
03/01/2018,"Boston",42.35866,-71.05675,"Boston",40.73,58.73,46.87,0,0,4.78,18.34,10
03/02/2018,"Boston",42.35866,-71.05675,"Boston",35.69,42.89,39.22,0.78,95.83,19.23,35.34,4.89
03/03/2018,"Boston",42.35866,-71.05675,"Boston",38.21,42.35,40.51,0.19,33.33,13.61,31.32,9.84
03/04/2018,"Boston",42.35866,-71.05675,"Boston",37.49,40.19,38.74,0,0,7.87,18.57,10
03/05/2018,"Boston",42.35866,-71.05675,"Boston",31.73,42.71,36.9,0.02,8.33,9.4,22.37,8.44
03/06/2018,"Boston",42.35866,-71.05675,"Boston",32.99,36.23,34.78,0,0,4.8,0.22,10
03/07/2018,"Boston",42.35866,-71.05675,"Boston",32.99,38.21,36.15,0.32,70.83,11.14,24.38,6.58
03/08/2018,"Boston",42.35866,-71.05675,"Boston",30.65,37.31,33.81,0.12,33.33,8.39,26.17,5.49
03/09/2018,"Boston",42.35866,-71.05675,"Boston",29.93,37.13,33.62,0,0,6.76,0.22,9.68
03/10/2018,"Boston",42.35866,-71.05675,"Boston",33.35,39.29,36.2,0,0,8.9,16.55,9.97
03/11/2018,"Boston",42.35866,-71.05675,"Boston",31.91,44.15,37.81,0,0,6.56,35.12,10
03/12/2018,"Boston",42.35866,-71.05675,"Boston",30.83,41.45,36.84,0,0,6.44,16.11,10
03/13/2018,"Boston",42.35866,-71.05675,"Boston",28.31,38.39,32.03,0.3,91.67,13.4,25.95,2.55
03/14/2018,"Boston",42.35866,-71.05675,"Boston",29.39,39.83,34.1,0.07,41.67,11.3,31.54,8.64
03/15/2018,"Boston",42.35866,-71.05675,"Boston",32.09,42.53,36.92,0,0,11.6,29.3,9.25
03/16/2018,"Boston",42.35866,-71.05675,"Boston",29.39,37.13,33.87,0,0,9.3,21.25,10
03/17/2018,"Boston",42.35866,-71.05675,"Boston",22.19,40.37,30.24,0,0,9.7,19.01,10
03/18/2018,"Boston",42.35866,-71.05675,"Boston",16.25,32.63,24.19,0,0,7.68,16.78,10
03/19/2018,"Boston",42.35866,-71.05675,"Boston",21.47,36.77,28.59,0,0,7.23,15.43,10
03/20/2018,"Boston",42.35866,-71.05675,"Boston",24.53,38.21,31.95,0,0,4.84,0.22,10
03/21/2018,"Boston",42.35866,-71.05675,"Boston",32.99,38.39,34.84,0,0,9.35,15.88,10
03/22/2018,"Boston",42.35866,-71.05675,"Boston",32.27,40.37,36.19,0.07,33.33,8.01,21.7,6.71
03/23/2018,"Boston",42.35866,-71.05675,"Boston",35.51,41.27,38.51,0,0,4.75,0.22,9.98
03/24/2018,"Boston",42.35866,-71.05675,"Boston",36.41,45.05,40.06,0,0,4.63,0.22,10
03/25/2018,"Boston",42.35866,-71.05675,"Boston",33.53,37.31,34.93,0.04,16.67,7.45,15.21,9.3
03/26/2018,"Boston",42.35866,-71.05675,"Boston",30.29,39.29,34.83,0,0,6.16,0.22,10
03/27/2018,"Boston",42.35866,-71.05675,"Boston",29.75,42.17,36.57,0,0,4.29,0.22,10
03/28/2018,"Boston",42.35866,-71.05675,"Boston",37.31,50.81,42.78,0,4.17,3.18,0.22,10
03/29/2018,"Boston",42.35866,-71.05675,"Boston",38.57,49.37,44.03,0.01,4.17,2.6,0,9.43
03/30/2018,"Boston",42.35866,-71.05675,"Boston",44.51,62.51,52.78,0.04,8.33,5.65,0.22,6.89
03/31/2018,"Boston",42.35866,-71.05675,"Boston",39.83,56.75,45.81,0,0,7.43,15.43,10
04/01/2018,"Boston",42.35866,-71.05675,"Boston",39.47,58.01,47.9,0,0,9.29,20.13,10
04/02/2018,"Boston",42.35866,-71.05675,"Boston",31.01,39.47,36.25,0.06,12.5,3.13,0.22,8.05
04/03/2018,"Boston",42.35866,-71.05675,"Boston",33.35,46.49,38.35,0.41,37.5,6.46,0.22,8.22
04/04/2018,"Boston",42.35866,-71.05675,"Boston",39.11,57.65,46.14,0.13,16.67,7.61,21.25,4.71
04/05/2018,"Boston",42.35866,-71.05675,"Boston",30.29,41.99,36.64,0,0,11.72,22.59,10
04/06/2018,"Boston",42.35866,-71.05675,"Boston",29.75,41.81,35.38,0.1,16.67,6.21,0.89,8.44
04/07/2018,"Boston",42.35866,-71.05675,"Boston",37.13,45.41,40.88,0.02,12.5,6,0.89,9.94
04/08/2018,"Boston",42.35866,-71.05675,"Boston",32.27,41.63,36.47,0,0,6.76,0.89,10
04/09/2018,"Boston",42.35866,-71.05675,"Boston",30.83,44.69,37,0,0,6.59,14.32,10
04/10/2018,"Boston",42.35866,-71.05675,"Boston",36.41,40.01,38.23,0,0,1.88,0,9.98
04/11/2018,"Boston",42.35866,-71.05675,"Boston",30.83,44.15,38.22,0,0,6.98,0.22,7.5
04/12/2018,"Boston",42.35866,-71.05675,"Boston",36.77,52.79,44.34,0.03,8.33,5.81,0.89,9.99
04/13/2018,"Boston",42.35866,-71.05675,"Boston",46.49,65.57,55.23,0,0,5.58,0.89,9.37
04/14/2018,"Boston",42.35866,-71.05675,"Boston",39.83,50.63,45.9,0,0,6.3,0.89,9.6
04/15/2018,"Boston",42.35866,-71.05675,"Boston",32.99,38.39,35.15,0.02,8.33,11.38,17.45,7.88
04/16/2018,"Boston",42.35866,-71.05675,"Boston",35.33,53.33,42.65,0.87,95.83,11.14,20.58,3.32
04/17/2018,"Boston",42.35866,-71.05675,"Boston",41.99,48.65,45.76,0.04,37.5,7.92,14.32,9.99
04/18/2018,"Boston",42.35866,-71.05675,"Boston",36.41,52.07,44.2,0,0,7.98,14.32,10
04/19/2018,"Boston",42.35866,-71.05675,"Boston",36.95,43.79,41.4,0.13,25,4.04,0.22,9.43
04/20/2018,"Boston",42.35866,-71.05675,"Boston",36.41,52.25,44.03,0,0,8.59,17.67,10
04/21/2018,"Boston",42.35866,-71.05675,"Boston",39.11,58.19,48.7,0,0,6.18,0.22,10
04/22/2018,"Boston",42.35866,-71.05675,"Boston",43.07,59.99,50.69,0,0,4.6,0,10
04/23/2018,"Boston",42.35866,-71.05675,"Boston",44.87,56.39,51.07,0,0,7.02,0.22,10
04/24/2018,"Boston",42.35866,-71.05675,"Boston",43.25,66.65,54.4,0,0,6.65,15.66,10
04/25/2018,"Boston",42.35866,-71.05675,"Boston",47.39,54.95,50.71,0.52,58.33,5.85,0.67,6.42
04/26/2018,"Boston",42.35866,-71.05675,"Boston",48.65,66.83,57.98,0.27,20.83,11.18,29.3,6.7
04/27/2018,"Boston",42.35866,-71.05675,"Boston",47.03,56.03,50.57,0.53,20.83,7.72,0,7.13
04/28/2018,"Boston",42.35866,-71.05675,"Boston",46.13,68.09,55.35,0,0,7.63,0,6.97
04/29/2018,"Boston",42.35866,-71.05675,"Boston",46.67,59.81,53.22,0.06,12.5,10.02,1.12,9.97
04/30/2018,"Boston",42.35866,-71.05675,"Boston",40.73,47.93,44.4,0.21,37.5,7.06,0,9.23
05/01/2018,"Boston",42.35866,-71.05675,"Boston",43.79,64.85,53.64,0,0,7.7,0,9.97
05/02/2018,"Boston",42.35866,-71.05675,"Boston",57.29,88.97,74.62,0,0,13.45,31.09,10
05/03/2018,"Boston",42.35866,-71.05675,"Boston",62.15,88.61,72.58,0.09,8.33,9.48,32.66,9.61
05/04/2018,"Boston",42.35866,-71.05675,"Boston",60.17,81.77,70.94,0,0,10.93,36.91,8.77
05/05/2018,"Boston",42.35866,-71.05675,"Boston",58.91,75.65,67.67,0,0,15.45,47.65,10
05/06/2018,"Boston",42.35866,-71.05675,"Boston",50.27,66.65,59.83,0.15,8.33,8,0,9.78
05/07/2018,"Boston",42.35866,-71.05675,"Boston",49.91,60.17,53.58,0.04,4.17,8.54,0,9.25
05/08/2018,"Boston",42.35866,-71.05675,"Boston",45.23,59.81,52.01,0,0,7.67,0,7.63
05/09/2018,"Boston",42.35866,-71.05675,"Boston",47.21,60.71,53.53,0,0,8.86,0,7.31
05/10/2018,"Boston",42.35866,-71.05675,"Boston",49.01,66.65,55.21,0,0,9.09,29.53,5.72
05/11/2018,"Boston",42.35866,-71.05675,"Boston",53.87,69.71,61.91,0,0,10.05,0,10
05/12/2018,"Boston",42.35866,-71.05675,"Boston",48.83,53.51,50.21,0.2,25,7.48,0,7.22
05/13/2018,"Boston",42.35866,-71.05675,"Boston",47.93,54.05,50.28,0,0,8.07,0,7.02
05/14/2018,"Boston",42.35866,-71.05675,"Boston",48.83,67.91,57.75,0,0,8.62,0,10
05/15/2018,"Boston",42.35866,-71.05675,"Boston",57.83,83.93,65.77,0.97,20.83,10.68,31.99,9.03
05/16/2018,"Boston",42.35866,-71.05675,"Boston",51.17,61.43,54.73,0,0,9.25,1.12,9.91
05/17/2018,"Boston",42.35866,-71.05675,"Boston",51.17,69.35,60.52,0,0,5.09,0,9.97
05/18/2018,"Boston",42.35866,-71.05675,"Boston",47.57,64.49,54.78,0,0,13.94,29.53,9.86
05/19/2018,"Boston",42.35866,-71.05675,"Boston",46.31,54.23,50.46,0.18,33.33,8.03,0,7.37
05/20/2018,"Boston",42.35866,-71.05675,"Boston",54.05,79.79,68.25,0.12,29.17,11.28,1.34,8.61
05/21/2018,"Boston",42.35866,-71.05675,"Boston",56.39,77.81,66.05,0,0,7.99,0,9.98
